assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,clean_sheets_per_90,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,expected_assists,expected_assists_per_90,expected_goal_involvements,expected_goal_involvements_per_90,expected_goals,expected_goals_conceded,expected_goals_conceded_per_90,expected_goals_per_90,first_name,form,form_rank,form_rank_type,goals_conceded,goals_conceded_per_90,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,now_cost_rank,now_cost_rank_type,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,points_per_game_rank,points_per_game_rank_type,red_cards,saves,saves_per_90,second_name,selected_by_percent,selected_rank,selected_rank_type,special,squad_number,starts,starts_per_90,status,team,team_code,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
6,3,240,100,100,6,0.41,156689,1,,0,0,-2,2,548.9,14,10,3,,1,3,4.5,4.0,1,2.15,0.15,3.36,0.23,1.21,21.08,1.44,0.08,Andreas,4.5,34,20,22,1.5,1,92.8,50,35,267,False,241.8,160,67,1319,,2023-08-26T21:00:07.967178Z,53,138,86,0,0,2,0,,156689.jpg,3.2,124,57,0,0,0.0,Hoelgebaum Pereira,1.1,180,56,False,None,17,1.16,a,10,54,137.0,143,90,65,236831,2028,239209,6298,0.8,12.3,Andreas,3
5,2,215,100,100,2,0.22,76357,None,,0,0,-1,1,166.8,125,87,None,,0,3,4.3,3.8,6,1.65,0.18,2.27,0.25,0.62,16.35,1.8,0.07,Tom,4.3,38,23,14,1.54,1,45.5,183,91,268,False,187.8,215,88,816,,2023-08-31T02:00:07.930156Z,49,214,137,0,0,None,0,,76357.jpg,2.7,186,84,0,0,0.0,Cairney,0.1,466,156,False,None,9,0.99,a,10,54,99.0,179,105,48,10716,346,5967,472,0.9,9.8,Cairney,1
0,0,0,0,0,0,0,166324,None,,0,0,0,0,0.0,742,320,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Ivan,0.0,716,301,0,0,0,0.0,745,321,269,False,0.0,745,321,0,Permanent transfer to Lille,2023-08-11T10:50:27.703881Z,50,183,112,0,0,None,0,,166324.jpg,0.0,745,321,0,0,0,Neves Abreu Cavaleiro,0.0,734,307,False,None,0,0,u,10,54,0.0,740,320,0,0,0,1003,2,0.0,0.0,I.Cavaleiro,0
1,5,159,None,None,1,0.11,96994,None,,-1,1,-2,2,108.5,188,116,None,,0,3,2.5,2.0,10,0.39,0.04,3.64,0.39,3.25,18.09,1.95,0.35,Bobby,2.5,128,64,22,2.37,4,49.5,168,88,270,False,194.8,204,84,837,,None,53,132,83,0,0,None,0,,96994.jpg,2.9,157,72,0,0,0.0,De Cordova-Reid,0.1,386,123,False,None,10,1.08,a,10,54,197.0,97,62,53,25386,623,29960,236,0.5,10.0,De Cordova-Reid,2
0,2,148,100,100,3,0.34,219924,None,,0,0,-1,1,17.2,380,137,None,,0,2,0.3,-0.2,1,0.28,0.03,0.43,0.05,0.15,19.93,2.24,0.02,Issa,0.3,357,125,16,1.8,0,22.4,314,114,271,False,179.4,232,89,800,,2023-10-07T21:00:07.899289Z,44,518,107,0,0,None,0,,219924.jpg,2.5,218,68,0,0,0.0,Diop,0.4,245,95,False,None,9,1.01,a,10,54,27.0,323,110,25,85857,123,111649,223,0.1,5.7,Diop,2
0,0,0,100,100,0,0,432931,None,,0,0,-1,1,0.0,621,243,None,,0,3,0.0,-0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Tyrese,0.0,575,210,0,0,0,0.0,637,246,272,False,0.0,632,243,0,,2023-11-24T22:00:10.649106Z,44,539,305,0,0,None,0,,432931.jpg,0.0,645,252,0,0,0,Francois,0.0,586,218,False,None,0,0,a,10,54,0.0,605,238,0,2220,7,3649,37,0.0,0.0,Francois,0
0,0,0,0,0,0,0,83543,None,,0,0,-1,1,0.0,602,232,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Anthony,0.0,552,198,0,0,0,0.0,620,235,273,False,0.0,615,232,0,Season-long loan to Huddersfield Town,2023-09-03T20:13:44.073237Z,44,487,287,0,0,None,0,,83543.jpg,0.0,627,241,0,0,0,Knockaert,0.0,575,212,False,None,0,0,u,10,54,0.0,584,226,0,941,0,7905,31,0.0,0.0,Knockaert,0
0,0,0,0,0,0,0,109434,None,,0,0,0,0,0.0,507,182,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Terence,0.0,447,155,0,0,0,0.0,529,184,274,False,0.0,521,183,0,Season-long loan to Rapid Vienna,2023-09-03T20:04:54.860410Z,40,639,166,0,0,None,0,,109434.jpg,0.0,534,180,0,0,0,Kongolo,0.1,473,183,False,None,0,0,u,10,54,0.0,479,171,0,1162,0,10490,25,0.0,0.0,Kongolo,0
0,10,417,None,None,5,0.25,80201,None,,0,0,3,-3,0.1,464,11,None,,2,1,3.3,2.8,1,0.00,0.0,0.00,0.0,0.00,35.67,1.78,0.0,Bernd,3.3,71,7,35,1.75,0,61.6,123,3,275,False,617.6,4,2,1800,,None,48,272,10,1,0,None,0,,80201.jpg,3.5,91,13,0,76,3.8,Leno,16.6,22,2,False,None,20,1.0,a,10,54,0.0,716,80,71,1636328,24614,828748,32824,0.7,14.8,Leno,2
0,0,49,100,100,1,0.23,212314,None,,0,0,-2,2,50.0,306,166,None,,0,3,0.5,0.0,0,0.31,0.07,0.97,0.22,0.66,12.59,2.95,0.15,Saša,0.5,328,152,9,2.11,0,12.3,371,168,276,False,46.2,384,170,384,,2023-08-31T17:30:07.839749Z,43,591,323,0,0,None,0,,212314.jpg,1.4,366,162,0,0,0.0,Lukić,0.3,274,90,False,None,4,0.94,a,10,54,30.0,310,159,15,67393,707,81054,1286,0.1,3.5,Lukić,1
0,0,0,0,0,0,0,120721,None,,0,0,0,0,0.0,512,185,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Kevin,0.0,452,158,0,0,0,0.0,534,187,277,False,0.0,526,186,0,Season-long loan to Augsburg,2023-09-03T20:05:44.450227Z,40,644,169,0,0,None,0,,120721.jpg,0.0,539,183,0,0,0,Mbabu,0.2,331,129,False,None,0,0,u,10,54,0.0,484,174,0,4952,0,41471,206,0.0,0.0,Mbabu,0
0,0,6,0,0,0,0.0,128389,None,,0,0,-1,1,0.3,456,58,None,,0,4,0.0,0.0,0,0.02,0.06,0.18,0.51,0.16,0.60,1.69,0.45,Aleksandar,0.0,764,96,0,0.0,0,3.3,439,52,278,False,6.4,457,53,32,Permanent transfer to Al-Hilal,2023-08-18T14:00:10.226716Z,74,22,8,0,0,None,0,,128389.jpg,1.0,468,61,0,0,0.0,Mitrović,0.7,215,33,False,None,0,0.0,u,10,54,26.0,333,51,1,15553,0,355904,107,0.0,0.1,Mitrović,0
0,0,13,100,100,1,0.29,244042,None,,0,0,-1,1,57.8,286,38,None,,0,4,0.8,0.3,0,0.15,0.04,0.89,0.25,0.74,7.13,2.04,0.21,Rodrigo,0.8,294,40,8,2.29,0,18.7,331,41,279,False,21.4,421,48,314,,2023-11-04T15:30:08.544057Z,44,534,93,0,0,None,0,,244042.jpg,1.2,389,46,0,0,0.0,Muniz Carvalho,0.4,244,41,False,None,3,0.86,a,10,54,113.0,163,40,10,72200,455,82782,1756,0.2,2.3,Muniz,1
1,6,206,100,100,4,0.26,154296,None,,0,0,0,0,99.9,199,120,None,,2,3,2.3,1.8,2,0.48,0.03,1.51,0.1,1.03,25.28,1.62,0.07,João,2.3,147,72,25,1.6,2,59.5,130,76,280,False,350.6,65,22,1407,,2023-11-13T01:00:09.377622Z,50,179,109,0,0,None,0,,154296.jpg,2.8,169,76,0,0,0.0,Palhinha Gonçalves,0.3,276,92,False,None,16,1.02,a,10,54,145.0,134,84,48,75218,789,68190,1118,0.5,9.6,J.Palhinha,8
0,4,198,0,0,3,0.24,82514,None,,0,0,0,0,15.9,382,139,None,,1,2,0.0,0.0,0,0.14,0.01,1.10,0.09,0.96,25.56,2.01,0.08,Tim,0.0,593,236,24,1.89,1,29.2,268,88,281,False,231.4,170,62,1143,Calf injury - Expected back 13 Jan,2023-12-14T16:00:09.779808Z,45,355,55,0,0,None,0,,82514.jpg,2.6,196,59,1,0,0.0,Ream,0.7,208,81,False,None,13,1.02,i,10,54,45.0,269,82,34,270091,26,267293,2772,0.0,7.6,Ream,2
1,0,132,100,100,3,0.34,153366,4,,0,0,-5,5,137.7,155,102,None,,0,3,0.7,0.2,1,0.83,0.09,0.90,0.1,0.07,18.18,2.08,0.01,Harrison,0.7,303,136,18,2.06,0,27.3,282,132,282,False,119.6,291,121,787,,2023-08-31T02:00:07.951724Z,45,365,222,0,0,None,0,,153366.jpg,1.7,331,142,0,0,0.0,Reed,0.3,275,91,False,None,9,1.03,a,10,54,16.0,373,186,29,34496,263,91955,717,0.2,6.4,Reed,2
3,3,331,100,100,4,0.22,169528,None,,0,0,-1,1,275.7,60,11,None,,0,2,2.8,2.3,2,1.97,0.11,2.32,0.13,0.35,33.84,1.84,0.02,Antonee,2.8,100,22,34,1.85,0,77.5,78,9,283,False,412.2,44,11,1658,,2023-09-16T20:00:07.420575Z,44,500,95,2,0,None,0,,169528.jpg,2.4,234,76,0,0,0.0,Robinson,1.3,169,65,False,None,19,1.03,a,10,54,86.0,196,43,45,162053,4701,102038,5156,0.6,10.2,Robinson,4
0,0,-3,None,None,0,0,155529,None,,0,0,-1,1,0.0,483,25,None,,0,1,0.0,-0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Marek,0.0,423,39,0,0,0,0.0,506,43,284,False,0.0,500,43,0,,None,39,743,74,0,0,None,0,,155529.jpg,0.0,514,43,0,0,0,Rodák,0.4,264,34,False,None,0,0,a,10,54,0.0,454,15,-1,17864,167,24462,434,0.0,-0.3,Rodák,1
0,0,117,100,100,2,0.3,167074,None,,0,0,-1,1,65.7,266,85,None,,0,2,0.2,-0.3,0,0.28,0.04,1.06,0.16,0.78,17.05,2.55,0.12,Kenny,0.2,378,133,14,2.09,1,26.1,290,99,285,False,141.0,264,103,602,,2023-09-23T22:00:07.732576Z,44,498,93,0,0,None,0,,167074.jpg,2.5,216,66,0,0,0.0,Tete,0.3,287,111,False,None,7,1.05,a,10,54,54.0,252,74,20,27305,202,62005,426,0.0,4.5,Tete,2
0,2,123,100,100,2,0.33,109646,None,,0,0,-2,2,16.7,381,138,None,,1,2,4.2,3.7,2,0.10,0.02,0.15,0.03,0.05,10.21,1.7,0.01,Tosin,4.2,40,7,9,1.49,1,23.0,313,113,286,False,183.6,223,85,542,,2023-09-15T16:00:07.700688Z,43,577,132,0,0,None,0,,109646.jpg,3.4,99,21,0,0,0.0,Adarabioyo,0.2,301,116,False,None,6,1.0,a,10,54,29.0,314,105,27,32082,1788,16915,1259,1.0,6.3,Tosin,0
0,2,77,None,None,0,0.0,245824,None,,0,0,-4,4,61.3,280,37,None,,0,4,1.3,0.8,0,0.11,0.03,1.70,0.5,1.59,4.50,1.32,0.47,Carlos Vinícius,1.3,239,33,5,1.47,2,28.2,274,37,287,False,83.6,324,36,306,,None,46,343,63,0,0,None,0,,245824.jpg,1.7,332,42,0,0,0.0,Alves Morais,1.4,162,27,False,None,2,0.59,a,10,54,139.0,138,36,22,131688,503,388994,3872,0.3,4.8,Vinícius,2
4,0,182,None,None,3,0.26,153682,None,,0,0,-2,2,194.9,103,74,1,,0,3,3.2,2.7,1,1.66,0.14,3.40,0.29,1.74,23.45,2.04,0.15,Harry,3.2,80,44,19,1.65,2,59.9,129,75,288,False,209.4,188,78,1034,,None,53,137,85,0,0,3,0,,153682.jpg,2.6,209,94,0,0,0.0,Wilson,0.2,305,99,False,None,10,0.87,a,10,54,195.0,99,64,52,45507,427,45318,1489,0.6,9.8,Wilson,2
0,10,176,100,100,4,0.33,102057,None,,0,0,-3,3,144.7,145,20,None,,2,4,4.5,4.0,7,0.69,0.06,4.67,0.38,3.98,29.98,2.44,0.32,Raúl,4.5,33,6,26,2.12,5,70.5,94,17,558,False,243.2,157,17,1104,,2023-12-16T19:00:09.332401Z,52,152,39,0,0,None,0,,102057.jpg,3.1,139,23,1,0,0.0,Jiménez,1.5,158,26,False,None,15,1.22,a,10,54,326.0,48,20,52,397007,16907,377315,6645,0.9,10.0,Raúl,3
2,6,220,100,50,4,0.33,47431,2,,0,0,-2,2,336.8,42,35,2,,1,3,2.3,0.9,2,1.53,0.13,5.15,0.43,3.62,17.45,1.46,0.3,Willian,2.3,148,73,16,1.33,4,83.9,65,47,591,False,256.2,138,55,1079,,2023-12-23T20:00:10.109980Z,53,129,80,0,0,1,0,,47431.jpg,3.9,57,32,0,0,0.0,Borges da Silva,0.6,226,72,False,None,13,1.08,a,10,54,248.0,70,44,62,174455,1578,178839,4765,0.4,11.7,Willian,1
0,0,190,0,100,2,0.16,232892,None,,0,0,-1,1,23.2,359,127,None,,0,2,0.0,1.8,1,0.10,0.01,0.15,0.01,0.05,21.87,1.77,0.0,Calvin,2.3,140,39,22,1.78,0,25.7,296,102,610,False,219.8,173,63,1115,International Duty - Unknown return date,2023-12-30T22:30:10.528906Z,44,525,110,0,0,None,0,,232892.jpg,1.5,354,127,1,0,0.0,Bassey,0.2,326,126,False,None,12,0.97,i,10,54,13.0,384,137,22,13112,83,29191,862,0.5,5.0,Bassey,2
0,0,0,None,None,0,0,547686,None,,0,0,0,0,0.0,574,228,None,,0,2,0.0,-0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Luc,0.0,515,203,0,0,0,0.0,595,229,625,False,0.0,588,229,0,,None,40,717,223,0,0,None,0,,547686.jpg,0.0,601,226,0,0,0,De Fougerolles,0.1,469,180,False,None,0,0,a,10,54,0.0,548,219,0,3384,24,4582,84,0.0,0.0,De Fougerolles,0
0,0,0,0,0,0,0,490146,None,,0,0,0,0,0.0,678,76,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Jay,0.0,636,69,0,0,0,0.0,689,78,651,False,0.0,683,75,0,Season-long loan to Birmingham City,2023-08-28T08:00:28.514721Z,45,432,77,0,0,None,0,,490146.jpg,0.0,691,78,0,0,0,Stansfield,0.0,652,88,False,None,0,0,u,10,54,0.0,670,76,0,1655,0,2364,13,0.0,0.0,Stansfield,0
0,0,0,25,25,0,0,515023,None,,0,0,0,0,0.0,693,287,None,,0,3,0.0,-0.1,0,0.00,0,0.00,0,0.00,0.00,0,0,Matthew,0.0,649,256,0,0,0,0.0,702,289,652,False,0.0,696,286,0,Hamstring injury - 25% chance of playing,2023-10-13T09:30:09.800778Z,45,448,266,0,0,None,0,,515023.jpg,0.0,704,292,0,0,0,Dibley-Dias,0.0,694,281,False,None,0,0,d,10,54,0.0,685,285,0,1065,2,1029,8,0.0,0.0,Dibley-Dias,0
0,0,9,0,0,0,0.0,159533,None,,0,0,-1,1,5.0,415,206,None,,0,3,0.0,0.0,0,0.03,0.07,0.15,0.34,0.12,3.36,7.56,0.27,Adama,0.0,700,288,3,6.75,0,3.5,436,201,662,False,9.6,447,200,40,Lack of match fitness - Unknown return date,2023-11-24T22:00:11.972817Z,49,227,146,0,0,None,0,,159533.jpg,1.0,456,212,0,0,0.0,Traoré,0.0,583,216,False,None,0,0.0,i,10,54,21.0,351,177,4,6201,10,6785,32,0.0,0.8,Adama,0
0,0,2,None,None,0,0.0,515024,None,,0,0,0,0,0.7,445,218,None,,0,3,0.0,-0.5,0,0.01,0.01,0.29,0.35,0.28,2.26,2.75,0.34,Luke,0.0,650,257,5,6.08,0,2.1,455,209,683,False,3.2,467,213,74,,None,45,449,267,0,0,None,0,,515024.jpg,2.0,288,121,0,0,0.0,Harris,0.0,610,233,False,None,0,0.0,a,10,54,17.0,367,183,2,4630,22,3640,66,0.0,0.4,Harris,0
0,3,238,None,None,4,0.28,166477,None,,0,0,0,0,164.9,126,24,None,,1,2,3.0,2.5,2,0.87,0.06,1.24,0.09,0.37,18.65,1.31,0.03,Timothy,3.0,87,19,20,1.41,0,47.5,175,47,688,False,211.0,186,69,1279,,None,45,368,61,0,0,None,0,,166477.jpg,2.5,222,71,0,0,0.0,Castagne,0.6,221,85,False,None,14,0.99,a,10,54,99.0,178,34,43,146599,1769,91376,2731,0.7,9.6,Castagne,1
0,0,0,None,None,0,0,428971,None,,0,0,0,0,0.0,535,52,None,,0,1,0.0,-0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Steven,0.0,475,63,0,0,0,0.0,557,68,692,False,0.0,549,68,0,,None,40,672,49,0,0,None,0,,428971.jpg,0.0,562,68,0,0,0,Benda,0.0,587,78,False,None,0,0,a,10,54,0.0,507,42,0,2794,66,1558,51,0.0,0.0,Benda,0
0,0,12,0,None,0,0.0,225897,None,,0,0,0,0,1.5,433,160,None,,0,2,0.0,0.0,0,0.00,0.0,0.00,0.0,0.00,0.55,1.03,0.0,Fodé,0.5,335,114,1,1.88,0,1.6,462,164,707,False,11.2,441,161,48,International Duty - Unknown return date,2023-12-30T22:30:10.672858Z,45,387,74,0,0,None,0,,225897.jpg,0.8,486,162,0,0,0.0,Ballo-Touré,0.0,556,204,False,None,0,0.0,i,10,54,2.0,425,157,3,4163,21,3143,220,0.1,0.7,Ballo-Touré,1
0,0,0,None,None,0,0,487693,None,,0,0,0,0,0.0,557,213,None,,0,2,0.0,-0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Devan,0.0,499,189,0,0,0,0.0,579,215,732,False,0.0,572,215,0,,None,40,699,207,0,0,None,0,,487693.jpg,0.0,585,212,0,0,0,Tanton,0.0,641,228,False,None,0,0,a,10,54,0.0,530,203,0,1348,46,833,54,0.0,0.0,Tanton,0
0,0,0,None,None,0,0,60706,None,,0,0,-1,1,0.0,472,17,None,,0,1,0.5,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Adrián,0.0,412,32,0,0,0,0.0,498,38,289,False,0.0,492,38,0,,None,39,730,66,0,0,None,0,,60706.jpg,0.0,506,38,0,0,0,San Miguel del Castillo,0.3,297,43,False,None,0,0,a,11,14,0.0,442,7,0,13622,67,21592,321,0.0,0.0,Adrián,0
4,18,439,100,100,7,0.42,169187,1,,1,-1,5,-5,753.7,4,2,1,,3,2,6.8,6.3,0,4.10,0.25,6.05,0.37,1.95,17.39,1.04,0.12,Trent,6.3,9,3,15,0.9,2,131.4,16,2,290,True,418.6,42,10,1498,,2023-09-04T05:00:07.856635Z,85,8,1,0,0,None,0,,169187.jpg,5.4,12,1,0,0,0.0,Alexander-Arnold,27.3,13,4,False,None,17,1.02,a,11,14,141.0,136,16,97,2420712,207108,1429763,11394,0.7,11.4,Alexander-Arnold,5
0,9,384,100,100,6,0.33,116535,None,,1,-1,2,-2,10.1,403,3,None,,3,1,3.5,3.0,1,0.00,0.0,0.00,0.0,0.00,20.20,1.12,0.0,Alisson,3.0,95,11,15,0.83,0,42.9,192,12,291,True,420.4,41,12,1620,,2023-11-25T19:00:09.686215Z,57,81,1,0,0,None,0,,116535.jpg,4.3,38,2,0,51,2.83,Ramses Becker,12.4,31,6,False,None,18,1.0,a,11,14,0.0,761,88,77,1043029,79576,892057,10706,0.5,13.5,A.Becker,1
0,0,0,0,0,0,0,535928,None,,0,0,-3,3,0.0,717,302,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Stefan,0.0,683,277,0,0,0,0.0,723,304,292,False,0.0,721,304,0,Calf injury - Expected back 31 Jan,2023-09-29T10:30:08.978098Z,47,331,215,0,0,None,0,,535928.jpg,0.0,723,304,0,0,0,Bajcetic,0.0,593,223,False,None,0,0,i,11,14,0.0,712,301,0,1060,5,4994,11,0.0,0.0,Bajcetic,0
8,6,215,None,None,5,0.41,447203,None,,-1,1,-1,1,243.5,81,5,None,,1,4,3.8,3.3,5,2.21,0.18,10.95,0.89,8.74,13.39,1.08,0.71,Darwin,3.3,76,12,10,0.81,5,124.1,20,7,293,False,351.8,64,9,1111,,None,74,24,10,0,0,3,0,,447203.jpg,4.1,48,9,0,0,0.0,Núñez Ribeiro,13.4,28,6,False,None,12,0.97,a,11,14,645.0,8,4,77,2582151,34891,2671065,29811,0.4,10.4,Darwin,4
4,2,175,100,100,3,0.41,194634,None,,0,0,-3,3,175.9,118,82,None,,1,3,2.7,2.2,7,1.20,0.16,4.30,0.58,3.10,7.58,1.03,0.42,Diogo,2.2,170,81,6,0.81,5,77.8,77,54,294,False,244.6,154,64,664,,2023-11-25T19:00:09.724358Z,77,18,11,0,0,None,0,,194634.jpg,4.1,49,29,1,0,0.0,Teixeira da Silva,1.9,142,45,False,None,8,1.08,a,11,14,359.0,40,23,57,422909,78628,546194,5581,0.3,7.4,Diogo J.,1
2,0,121,None,None,1,0.23,444884,None,,0,0,-2,2,137.9,153,101,None,,0,3,2.5,2.0,0,1.56,0.35,2.12,0.48,0.56,5.13,1.16,0.13,Harvey,2.0,179,84,2,0.45,1,33.7,238,115,295,False,111.6,297,124,398,,None,48,295,192,0,0,None,0,,444884.jpg,1.8,322,138,0,0,0.0,Elliott,0.2,337,104,False,None,2,0.45,a,11,14,89.0,191,109,28,21818,958,29156,802,0.4,5.8,Elliott,1
0,0,0,0,0,0,0,116643,None,,0,0,0,0,0.0,740,319,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Fabio Henrique,0.0,715,300,0,0,0,0.0,744,320,296,False,0.0,744,320,0,Permanent Transfer to Al-Ittihad,2023-08-01T09:50:49.848998Z,50,175,108,0,0,None,0,,116643.jpg,0.0,744,320,0,0,0,Tavares,0.0,697,283,False,None,0,0,u,11,14,0.0,738,319,0,0,0,1097,0,0.0,0.0,Fabinho,0
1,3,149,100,100,3,0.34,243298,None,,0,0,-3,3,128.6,163,24,None,,0,4,3.2,2.7,5,0.50,0.06,4.94,0.56,4.44,10.42,1.16,0.5,Cody,2.7,115,16,10,1.12,3,62.0,120,25,297,False,198.4,200,22,805,,2023-10-01T02:00:08.267715Z,72,27,11,0,0,None,0,,243298.jpg,2.3,252,33,0,0,0.0,Gakpo,2.2,127,20,False,None,9,1.01,a,11,14,299.0,56,22,42,185890,4327,616700,2313,0.4,5.8,Gakpo,0
0,1,190,100,100,4,0.39,171287,None,,0,0,0,0,164.0,128,26,None,,0,2,3.0,2.5,1,0.31,0.03,1.00,0.1,0.69,11.09,1.08,0.07,Joe,2.5,121,31,7,0.68,0,41.3,201,59,298,False,170.4,238,91,923,,2023-11-13T01:00:09.440163Z,45,370,63,0,0,None,0,,171287.jpg,2.3,246,81,0,0,0.0,Gomez,1.3,168,64,False,None,8,0.78,a,11,14,79.0,206,48,39,154408,6365,66136,4439,0.6,8.7,Gomez,2
0,0,0,0,0,0,0,56979,None,,0,0,0,0,0.0,736,316,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Jordan,0.0,711,297,0,0,0,0.0,741,318,299,False,0.0,741,318,0,Permanent transfer to Al-Ettifaq,2023-07-28T08:28:45.116062Z,50,168,104,0,0,None,0,,56979.jpg,0.0,741,318,0,0,0,Henderson,0.0,715,292,False,None,0,0,u,11,14,0.0,734,316,0,0,0,807,0,0.0,0.0,Henderson,0
1,2,93,100,100,1,0.16,206915,None,,0,0,-1,1,77.1,243,139,None,,0,3,3.5,3.0,9,0.46,0.07,2.14,0.33,1.68,9.62,1.51,0.26,Curtis,3.0,91,50,8,1.26,1,29.9,265,127,300,False,114.0,296,123,572,,2023-11-05T22:00:08.905000Z,49,237,152,0,0,None,0,,206915.jpg,2.0,290,123,1,0,0.0,Jones,0.1,470,157,False,None,7,1.1,a,11,14,112.0,165,100,24,6839,861,14543,254,0.6,4.9,Jones,1
0,0,41,None,None,1,0.5,200720,None,,-1,1,-3,3,0.0,466,12,None,,0,1,1.5,1.0,0,0.00,0.0,0.00,0.0,0.00,1.88,0.94,0.0,Caoimhin,1.0,272,24,3,1.5,0,3.2,440,31,301,False,32.6,407,31,180,,None,37,771,88,0,0,None,0,,200720.jpg,3.5,86,11,0,3,1.5,Kelleher,1.3,165,23,False,None,2,1.0,a,11,14,0.0,436,2,7,274646,9026,174436,6466,0.3,1.9,Kelleher,0
0,0,193,100,100,4,0.41,204716,None,,0,0,-1,1,77.8,240,69,None,,0,2,3.0,2.5,1,0.17,0.02,0.62,0.07,0.45,9.96,1.02,0.05,Ibrahima,2.5,124,34,10,1.02,0,35.5,228,68,302,False,208.4,189,70,881,,2023-11-13T01:00:09.473296Z,49,236,28,0,0,None,0,,204716.jpg,2.6,205,62,0,0,0.0,Konaté,1.8,143,57,False,None,9,0.92,a,11,14,69.0,220,57,36,263758,5613,273976,4647,0.5,7.3,Konaté,2
2,1,147,100,100,4,0.31,244731,None,,0,0,-2,2,304.3,53,43,None,,0,3,2.8,2.3,1,1.83,0.14,5.74,0.45,3.91,14.75,1.15,0.31,Luis,2.3,153,75,13,1.02,3,90.4,55,38,303,False,208.2,191,80,1150,,2023-12-23T22:00:09.137690Z,73,25,14,0,0,None,0,,244731.jpg,2.9,160,75,0,0,0.0,Díaz,5.8,64,21,False,None,14,1.1,a,11,14,393.0,34,20,56,1549410,29039,1698384,9990,0.3,7.7,Luis Díaz,2
1,3,166,100,50,3,0.25,243016,None,,0,0,-2,2,168.6,123,85,None,,0,3,0.8,0.1,1,1.29,0.11,1.49,0.13,0.20,15.61,1.28,0.02,Alexis,0.3,369,171,13,1.06,1,39.9,210,104,304,False,200.2,196,82,1101,,2023-12-06T23:30:08.809090Z,58,77,50,0,0,None,0,,243016.jpg,2.1,277,118,1,0,0.0,Mac Allister,2.7,118,34,False,None,14,1.14,a,11,14,31.0,308,158,32,164880,594,1013446,2041,0.1,5.5,Mac Allister,5
0,0,145,0,0,2,0.23,60914,None,,0,0,-1,1,33.3,336,117,None,,0,2,0.0,0.0,0,0.11,0.01,0.59,0.07,0.48,11.21,1.3,0.06,Joel,0.0,695,244,9,1.04,0,26.1,291,100,305,False,192.8,205,77,779,Knee injury - Expected back 19 May,2023-12-03T23:30:10.074436Z,49,213,23,1,0,None,0,,60914.jpg,2.1,272,95,0,0,0.0,Matip,0.3,281,107,False,None,9,1.04,i,11,14,35.0,297,95,21,68140,20,78317,464,0.0,4.3,Matip,2
0,0,0,0,0,0,0,197464,None,,0,0,0,0,0.0,518,190,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Nathaniel,0.0,458,164,0,0,0,0.0,540,192,306,False,0.0,532,191,0,Loaned to Celtic - expected back January,2023-09-01T07:23:15.190757Z,40,651,175,0,0,None,0,,197464.jpg,0.0,545,188,0,0,0,Phillips,0.1,409,157,False,None,0,0,u,11,14,0.0,490,179,0,2433,0,18416,61,0.0,0.0,Phillips,0
0,3,167,0,0,1,0.12,122798,2,,0,0,-1,1,284.3,57,10,None,,1,2,0.0,0.0,0,0.99,0.12,1.46,0.18,0.47,11.37,1.42,0.06,Andrew,0.0,758,248,9,1.12,1,52.7,153,37,307,False,196.2,202,75,720,Shoulder injury - Expected back 31 Jan,2023-10-13T09:30:09.199189Z,64,50,3,0,0,None,0,,122798.jpg,3.2,129,33,0,0,0.0,Robertson,2.2,125,52,False,None,8,1.0,i,11,14,46.0,267,80,26,468527,292,719477,1457,0.0,4.1,Robertson,1
