total_points,goals_scored,assists,minutes,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,saves,yellow_cards,red_cards,bonus,bps,influence,creativity,threat,ict_index,starts,tackles,clearances_blocks_interceptions,recoveries,defensive_contribution,transfers_in,transfers_out,name,element,team,position,value,selected,was_home,xP,round,GW
1.25,0.0,0.12,19.5,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,3.12,1.75,0.78,0.12,0.25,0.5,0.62,1.38,323.75,227.38,Lucas Bergvall,0,Spurs,MID,52,0.2,0.5,0.0,37,37
1.0,0.0,0.0,18.38,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,1.21,2.75,0.44,0.25,0.25,0.25,0.38,0.88,3352.75,2639.62,Anthony Elanga,0,Newcastle,MID,65,2.6,0.5,0.0,37,37
1.5,0.0,0.0,34.62,0.12,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68,1.48,5.25,0.81,0.25,0.62,0.38,1.0,1.0,607.5,450.0,Rodrigo Martins Gomes,0,Wolves,DEF,44,0.1,0.5,0.0,37,37
1.38,0.0,0.12,32.12,0.0,0.25,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,9.63,4.74,1.75,1.61,0.5,2.0,1.25,2.12,5.38,80.38,107.0,Nicolás Domínguez,0,Nott'm Forest,MID,50,0.0,0.5,0.0,37,37
2.38,0.12,0.0,49.88,0.25,0.5,0.0,0.0,0.0,0.0,0.12,0.12,0.25,0.0,11.6,6.73,10.25,2.86,0.75,1.5,1.88,3.12,6.5,2867.38,1957.38,Ryan Christie,0,Bournemouth,MID,49,0.1,0.5,0.0,37,37
1.5,0.0,0.0,53.12,0.12,1.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,13.62,5.79,6.62,2.6,0.62,0.5,4.38,3.12,4.88,372.5,780.12,Bashir Humphreys,0,Burnley,DEF,39,0.1,0.5,0.0,37,37
5.88,0.12,0.0,155.88,0.12,2.25,0.0,0.0,0.0,0.0,0.5,0.0,0.38,0.0,28.7,19.24,11.38,5.94,1.62,4.62,5.5,6.0,16.12,10853.12,11453.12,Andrey Andrey Santos,0,Chelsea,MID,44,0.3,0.5,0.0,37,37
0.75,0.0,0.0,25.75,0.0,0.5,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,3.97,0.24,0.25,0.45,0.38,0.38,1.75,1.12,2.12,190.12,163.5,Jean-Clair Todibo,0,West Ham,DEF,43,0.1,0.5,0.0,37,37
1.5,0.0,0.0,25.88,0.12,0.12,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,3.4,1.12,0.62,0.51,0.12,0.38,1.0,0.75,1.38,320.0,416.75,Joël Veltman,0,Brighton,DEF,43,0.1,0.5,0.0,37,37
0.5,0.0,0.0,29.88,0.0,0.38,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,2.45,3.06,0.25,0.54,0.5,0.25,1.12,1.38,2.75,245.0,296.25,Will Hughes,0,Crystal Palace,MID,47,0.1,0.5,0.0,37,37
1.88,0.0,0.0,36.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.43,5.09,1.0,1.16,0.5,0.25,1.88,1.25,2.12,3762.12,2088.5,Benjamin White,0,Arsenal,DEF,51,0.5,0.5,0.0,37,37
1.0,0.0,0.0,45.0,0.0,0.62,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,1.12,2.35,7.5,1.0,0.38,0.38,0.62,0.88,1.88,516.5,885.12,Liam Delap,0,Chelsea,FWD,62,0.9,0.5,0.0,37,37
2.75,0.12,0.0,65.62,0.12,0.88,0.0,0.0,0.0,0.0,0.25,0.0,0.38,0.0,12.28,10.45,7.25,3.0,0.75,1.25,1.62,4.25,7.12,2776.5,1529.0,Conor Gallagher,0,Spurs,MID,50,0.2,0.5,0.0,37,37
0.5,0.0,0.0,11.38,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,2.0,0.29,0.12,0.0,0.5,0.12,0.62,168.62,340.5,Evann Guessand,0,Crystal Palace,MID,62,0.0,0.5,0.0,37,37
1.25,0.0,0.12,29.12,0.0,0.75,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,5.38,7.01,0.88,1.31,0.38,0.38,0.75,1.25,2.38,96.25,248.88,Jean-Ricner Bellegarde,0,Wolves,MID,51,0.0,0.5,0.0,37,37
5.38,0.12,0.25,102.12,0.38,0.88,0.0,0.0,0.0,0.0,0.25,0.0,0.12,0.0,17.32,24.8,40.12,8.22,0.88,1.12,1.38,4.88,7.38,4670.5,14507.12,Sávio Savinho,0,Man City,MID,69,0.4,0.5,0.0,37,37
3.5,0.38,0.25,28.75,0.12,0.25,0.0,0.0,0.0,0.0,0.12,0.0,0.38,0.0,15.6,4.64,15.38,3.51,0.25,0.0,0.25,1.25,1.5,1709.38,551.25,Taiwo Awoniyi,0,Nott'm Forest,FWD,52,0.4,0.5,0.0,37,37
3.12,0.12,0.12,43.38,0.25,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,12.2,12.4,13.75,3.81,0.5,0.12,0.75,1.62,2.5,14119.38,5326.12,Rio Ngumoha,0,Liverpool,MID,43,1.4,0.5,0.0,37,37
0.62,0.0,0.0,4.75,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,2.09,0.5,0.34,0.0,0.0,0.12,0.25,0.38,114.38,395.5,Armando Broja,0,Burnley,FWD,52,0.1,0.5,0.0,37,37
0.5,0.0,0.0,10.25,0.12,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,1.45,1.76,6.25,0.94,0.12,0.12,0.38,0.38,0.88,448.5,519.25,Joshua Zirkzee,0,Man Utd,FWD,58,0.4,0.5,0.0,37,37
1.88,0.0,0.0,34.75,0.12,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,7.25,0.6,0.0,0.78,0.38,0.75,1.88,1.0,2.62,19665.5,12580.0,Ayden Heaven,0,Man Utd,DEF,37,2.6,0.5,0.0,37,37
1.5,0.0,0.0,40.25,0.12,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.48,9.36,12.0,2.7,0.5,1.12,0.5,1.25,2.88,366.38,759.12,Oscar Bobb,0,Fulham,MID,51,0.2,0.5,0.0,37,37
0.38,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.95,0.09,0.0,0.11,0.0,0.25,0.12,0.5,0.88,36.12,69.0,Soungoutou Magassa,0,West Ham,MID,50,0.0,0.5,0.0,37,37
5.12,0.0,0.0,177.88,0.12,4.12,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.0,43.62,11.59,9.12,6.46,2.12,2.88,15.0,6.62,17.88,1199.5,2673.0,Toti Toti,0,Wolves,DEF,42,0.1,0.5,0.0,37,37
1.5,0.12,0.0,24.12,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,6.1,0.34,6.0,1.25,0.25,0.12,0.5,0.25,0.88,17985.62,11637.75,Alexander Isak,0,Liverpool,FWD,103,3.8,0.5,0.0,37,37
0.88,0.0,0.0,24.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.76,0.75,1.26,0.25,0.25,0.25,1.12,1.62,57.38,47.5,Tom Cairney,0,Fulham,MID,48,0.0,0.5,0.0,37,37
0.0,0.0,0.0,1.75,0.0,0.12,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.15,0.04,0.0,0.03,0.0,0.0,0.12,0.12,0.25,262.38,330.5,Justin Kluivert,0,Bournemouth,MID,69,0.6,0.5,0.0,37,37
1.75,0.12,0.0,37.12,0.12,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,7.1,3.3,7.38,1.71,0.38,0.0,0.88,0.62,1.5,4005.25,2345.25,Chris Wood,0,Nott'm Forest,FWD,71,4.7,0.5,0.0,37,37
0.5,0.0,0.0,6.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,2.24,0.75,0.36,0.0,0.0,0.0,0.25,0.25,85.0,91.0,Jacob Bruun Larsen,0,Burnley,MID,52,0.0,0.5,0.0,37,37
1.12,0.0,0.0,49.88,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.77,2.74,15.88,2.44,0.62,0.88,0.62,2.62,4.12,18479.0,19746.12,Dominic Solanke-Mitchell,0,Spurs,FWD,71,1.1,0.5,0.0,37,37
0.12,0.0,0.0,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.0,0.01,0.0,0.0,0.0,0.0,0.0,17.12,210.12,Lewis Cook,0,Bournemouth,MID,49,0.0,0.5,0.0,37,37
2.5,0.0,0.0,64.5,0.12,1.5,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,13.18,17.15,2.0,3.24,0.75,1.12,3.62,4.0,8.75,800.88,633.38,James Ward-Prowse,0,Burnley,MID,56,0.2,0.5,0.0,37,37
1.12,0.0,0.0,35.12,0.12,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,5.62,6.06,1.5,1.34,0.25,1.38,1.25,1.38,2.62,2035.62,495.12,Cristhian Mosquera,0,Arsenal,DEF,53,0.3,0.5,0.0,37,37
0.62,0.0,0.0,32.88,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.38,1.4,0.5,0.62,0.38,1.12,1.0,1.62,2.12,824.12,1136.0,Lamare Bogarde,0,Aston Villa,DEF,40,0.5,0.5,0.0,37,37
0.38,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.04,0.0,0.03,0.0,0.0,0.0,0.0,0.0,618.25,1052.5,Eliezer Mayenda Dossou,0,Sunderland,FWD,51,0.5,0.5,0.0,37,37
4.88,0.0,0.0,116.88,0.25,1.38,0.0,0.0,0.0,0.0,0.75,0.0,0.12,0.0,31.2,5.9,1.75,3.9,1.38,2.0,12.62,5.0,14.62,890.0,1074.5,Jorge J.Cuenca,0,Fulham,DEF,43,0.1,0.5,0.0,37,37
2.25,0.0,0.0,45.0,0.25,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,11.7,4.48,0.0,1.62,0.5,0.75,3.88,2.5,4.62,2125.62,1018.88,Olivier Boscagli,0,Brighton,DEF,42,0.1,0.5,0.0,37,37
0.62,0.0,0.0,10.62,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.2,0.0,0.1,0.12,0.25,0.25,0.38,0.5,9201.88,8621.0,Josh Acheampong,0,Chelsea,DEF,37,1.8,0.5,0.0,37,37
2.12,0.12,0.0,73.38,0.0,1.75,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,6.7,3.02,18.88,2.82,0.88,0.62,0.62,0.5,1.75,0.0,1480.0,Adam Armstrong,0,Wolves,FWD,51,0.1,0.5,0.0,37,37
1.88,0.0,0.25,36.25,0.12,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33,11.94,11.38,3.18,0.38,0.25,0.62,1.62,2.5,266.88,261.12,Joe Willock,0,Newcastle,MID,50,0.1,0.5,0.0,37,37
0.75,0.0,0.0,12.38,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.07,2.35,1.25,0.77,0.12,0.38,1.25,0.25,1.88,128.25,277.88,Manuel Ugarte Ribeiro,0,Man Utd,MID,47,0.1,0.5,0.0,37,37
0.38,0.0,0.0,8.5,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.45,1.43,0.0,0.3,0.12,0.25,0.5,0.12,0.88,918.38,1941.0,Freddie Potts,0,West Ham,MID,43,0.5,0.5,0.0,37,37
0.38,0.0,0.0,7.62,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.95,0.01,0.12,0.21,0.12,0.25,0.62,0.12,0.88,245.75,1234.38,Aaron Hickey,0,Brentford,DEF,40,0.3,0.5,0.0,37,37
0.5,0.0,0.0,6.75,0.0,0.25,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.53,1.36,5.5,0.71,0.0,0.0,0.0,0.38,0.38,99.5,187.25,Federico Chiesa,0,Liverpool,MID,63,0.3,0.5,0.0,37,37
1.38,0.0,0.12,22.12,0.12,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.47,5.29,2.12,1.09,0.25,0.12,0.0,0.88,1.0,349.75,773.12,Jadon Sancho,0,Aston Villa,MID,58,0.2,0.5,0.0,37,37
2.38,0.12,0.12,47.62,0.12,1.12,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.0,11.77,11.79,10.25,3.39,0.62,0.88,1.0,1.75,3.62,635.0,331.12,Chris Rigg,0,Sunderland,MID,47,0.1,0.5,0.0,37,37
0.62,0.0,0.0,12.75,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.62,0.66,0.5,0.38,0.12,0.88,0.5,1.0,2.38,2669.75,5278.12,Justin Devenny,0,Crystal Palace,MID,43,1.1,0.5,0.0,37,37
2.75,0.25,0.12,41.38,0.25,0.38,0.0,0.0,0.0,0.0,0.12,0.0,0.38,0.0,11.68,8.2,18.62,3.86,0.62,0.5,0.38,1.0,1.88,519.88,6604.75,Kai Havertz,0,Arsenal,FWD,73,0.7,0.5,0.0,37,37
4.5,0.12,0.12,123.38,0.38,1.62,0.12,0.0,0.0,0.0,0.25,0.0,0.38,0.0,14.15,11.65,35.88,5.91,1.25,1.0,3.62,1.88,6.5,34360.75,55862.88,Rodrigo Muniz,0,Fulham,FWD,53,0.7,0.5,0.0,37,37
1.0,0.0,0.0,15.38,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.95,1.97,5.38,1.04,0.12,0.0,0.88,0.25,0.88,325.0,469.5,Nathan Aké,0,Man City,DEF,52,0.6,0.5,0.0,37,37
2.25,0.12,0.12,32.62,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,5.92,2.59,3.75,1.24,0.38,1.0,0.5,1.12,2.62,75.75,34.62,Merlin Röhl,0,Everton,MID,50,0.0,0.5,0.0,37,37
4.38,0.12,0.12,114.12,0.12,1.88,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,25.2,36.79,11.75,7.39,1.5,2.75,3.88,6.5,13.12,3658.62,3245.88,Douglas Luiz Douglas Luiz,0,Aston Villa,MID,49,0.1,0.5,0.0,37,37
0.5,0.0,0.0,16.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,1.36,0.0,0.21,0.12,0.0,0.12,0.38,0.12,44.25,61.38,David Møller Wolfe,0,Wolves,DEF,42,0.1,0.5,0.0,37,37
0.5,0.0,0.0,3.5,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27,3.11,5.5,0.99,0.0,0.0,0.0,0.25,0.25,401.88,723.62,Charalampos Kostoulas,0,Brighton,FWD,48,0.3,0.5,0.0,37,37
0.62,0.0,0.0,20.62,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.65,2.64,0.62,0.59,0.25,0.5,1.0,1.0,2.5,134.5,212.62,James Milner,0,Brighton,MID,49,0.1,0.5,0.0,37,37
4.25,0.0,0.0,98.5,0.25,1.75,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,30.05,4.16,2.38,3.66,1.0,2.12,10.0,2.75,12.12,13863.62,28143.38,Tosin Tosin,0,Chelsea,DEF,40,0.3,0.5,0.0,37,37
0.62,0.0,0.0,22.5,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.06,0.0,0.38,0.25,0.12,1.75,0.5,1.88,153.0,1252.0,Axel Tuanzebe,0,Burnley,DEF,39,0.9,0.5,0.0,37,37
1.88,0.0,0.0,52.12,0.12,1.0,0.0,0.0,0.0,2.12,0.0,0.0,0.25,0.0,16.95,0.0,0.0,1.7,0.62,0.12,0.38,4.12,0.0,5277.62,3891.25,Giorgi Mamardashvili,0,Liverpool,GK,41,0.7,0.5,0.0,37,37
0.5,0.0,0.0,24.0,0.0,0.38,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,3.0,0.96,0.62,0.46,0.25,0.62,1.12,0.88,1.75,198.0,256.5,Joe Gomez,0,Liverpool,DEF,49,0.2,0.5,0.0,37,37
1.0,0.0,0.0,23.5,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.72,1.4,0.12,0.83,0.25,0.62,2.5,1.25,3.12,3680.5,6058.38,Jarrad Branthwaite,0,Everton,DEF,53,0.3,0.5,0.0,37,37
1.12,0.0,0.12,15.38,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.18,5.04,2.25,1.06,0.0,0.5,0.62,1.12,2.25,159.38,137.12,Wilfried Gnonto,0,Leeds,MID,51,0.1,0.5,0.0,37,37
0.38,0.0,0.0,16.88,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.28,0.2,0.25,0.38,0.12,0.0,1.0,0.5,1.0,182.12,143.88,Issa Diop,0,Fulham,DEF,43,0.1,0.5,0.0,37,37
1.38,0.0,0.12,26.12,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,7.05,3.86,1.75,1.29,0.12,0.75,2.0,0.62,3.38,142.75,82.62,Ryan Yates,0,Nott'm Forest,MID,47,0.1,0.5,0.0,37,37
0.25,0.0,0.0,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.78,0.2,0.25,0.12,0.0,0.0,0.38,0.12,0.5,32.88,77.38,Carlos Alcaraz Durán,0,Everton,MID,52,0.1,0.5,0.0,37,37
0.62,0.0,0.0,37.25,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25,1.03,1.75,0.7,0.5,0.25,1.38,0.38,1.62,245.12,299.62,Victor Lindelöf,0,Aston Villa,DEF,45,0.1,0.5,0.0,37,37
1.88,0.0,0.0,37.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.68,2.97,1.38,0.9,0.38,0.5,0.75,1.38,1.25,8757.75,470.75,Myles Lewis-Skelly,0,Arsenal,DEF,50,1.9,0.5,0.0,37,37
0.88,0.0,0.0,56.5,0.0,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,6.22,7.78,1.75,1.58,0.62,1.25,1.88,2.5,3.12,581.75,405.62,Destiny Udogie,0,Spurs,DEF,43,0.3,0.5,0.0,37,37
1.0,0.0,0.12,9.0,0.0,0.25,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.5,0.1,3.0,0.3,0.0,0.38,0.0,0.0,0.38,1049.0,1204.75,Yoane Wissa,0,Newcastle,FWD,73,0.6,0.5,0.0,37,37
0.75,0.0,0.0,3.38,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,1.48,1.38,0.51,0.0,0.0,0.88,0.38,1.25,235.62,246.12,Enes Ünal,0,Bournemouth,FWD,54,0.0,0.5,0.0,37,37
1.62,0.0,0.0,45.38,0.12,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,0.59,1.75,0.99,0.38,0.25,3.75,0.5,4.0,589.12,293.0,Luke O'Nien,0,Sunderland,DEF,40,0.1,0.5,0.0,37,37
1.5,0.0,0.12,25.88,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,4.58,8.11,2.12,1.48,0.38,0.25,0.0,0.88,1.12,148.5,70.62,Dilane Bakwa,0,Nott'm Forest,MID,59,0.0,0.5,0.0,37,37
3.25,0.0,0.12,102.38,0.38,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.98,23.94,13.5,5.16,1.25,3.25,2.25,3.5,9.0,917.75,690.88,Pablo Felipe Pablo,0,West Ham,FWD,54,0.0,0.5,0.0,37,37
3.12,0.0,0.0,175.62,0.12,3.75,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.0,30.88,36.83,14.62,8.2,1.88,3.62,8.0,10.75,11.62,6331.25,5608.25,Lucas Lucas Pires,0,Burnley,DEF,38,0.3,0.5,0.0,37,37
3.12,0.0,0.0,47.0,0.0,1.5,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,4.18,9.22,8.75,2.15,0.12,0.25,0.25,1.75,2.25,2261.75,4928.75,Adama Adama,0,West Ham,MID,51,0.1,0.5,0.0,37,37
0.88,0.0,0.0,15.5,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.53,0.09,0.25,0.29,0.12,0.25,1.12,0.75,1.38,167.38,525.25,Sebastiaan Bornauw,0,Leeds,DEF,38,0.1,0.5,0.0,37,37
1.38,0.0,0.0,45.0,0.12,0.75,0.0,0.0,0.0,1.38,0.25,0.0,0.12,0.0,10.88,0.0,0.0,1.09,0.5,0.0,0.62,4.38,0.0,4510.5,2824.5,Aaron Ramsdale,0,Newcastle,GK,48,0.7,0.5,0.0,37,37
3.0,0.38,0.0,52.25,0.12,0.75,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,17.73,6.79,35.12,5.94,0.38,0.5,0.88,2.38,3.75,19601.75,16865.0,Gabriel G.Jesus,0,Arsenal,FWD,64,0.4,0.5,0.0,37,37
1.25,0.12,0.0,14.38,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.18,1.49,5.88,1.23,0.12,0.25,0.25,0.38,0.88,1555.38,4250.12,Tammy Abraham,0,Aston Villa,FWD,57,0.2,0.5,0.0,37,37
0.62,0.0,0.0,16.12,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.62,1.99,4.5,0.91,0.25,0.25,0.75,0.5,1.5,133.75,104.75,Daniel James,0,Leeds,MID,52,0.1,0.5,0.0,37,37
0.12,0.0,0.0,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.03,0.0,0.0,0.12,0.0,0.12,54.75,123.88,Nathan Patterson,0,Everton,DEF,44,0.0,0.5,0.0,37,37
0.25,0.0,0.0,0.62,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.0,0.01,0.0,0.0,0.0,0.0,0.0,252.12,392.38,Harrison Armstrong,0,Everton,MID,45,0.1,0.5,0.0,37,37
0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.5,1.3,0.0,0.18,0.0,0.12,0.12,0.0,0.25,27.25,69.5,Ollie Scarles,0,West Ham,DEF,43,0.0,0.5,0.0,37,37
0.62,0.0,0.0,9.75,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.78,6.1,2.0,0.99,0.0,0.38,0.0,0.88,1.25,406.12,309.5,Leon Bailey,0,Aston Villa,MID,55,0.1,0.5,0.0,37,37
2.5,0.0,0.12,68.75,0.12,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,14.72,2.99,5.12,2.29,0.75,1.0,4.62,4.0,5.62,980.38,701.62,Chadi Chadi Riad,0,Crystal Palace,DEF,40,0.1,0.5,0.0,37,37
0.12,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07,0.0,0.25,0.14,0.0,0.0,0.62,0.12,0.62,854.88,903.62,Joe Worrall,0,Burnley,DEF,38,0.2,0.5,0.0,37,37
1.88,0.0,0.0,67.5,0.12,0.88,0.0,0.0,0.0,1.12,0.0,0.0,0.0,0.0,11.55,0.0,0.0,1.16,0.75,0.0,1.12,3.62,0.0,6894.38,2973.38,Antonín Kinský,0,Spurs,GK,39,1.9,0.5,0.0,37,37
1.12,0.0,0.0,68.5,0.0,1.5,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,16.23,5.74,1.25,2.31,0.75,2.25,3.5,3.75,5.75,563.75,472.0,Jorrel Hato,0,Chelsea,DEF,46,0.2,0.5,0.0,37,37
0.62,0.0,0.0,11.38,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,0.06,0.0,0.34,0.12,0.25,1.62,0.38,1.88,149.12,149.62,Radu Drăgușin,0,Spurs,DEF,45,0.0,0.5,0.0,37,37
0.25,0.0,0.0,2.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.12,0.01,0.0,0.0,0.12,0.12,0.25,197.38,306.75,Joël Piroe,0,Leeds,FWD,49,0.3,0.5,0.0,37,37
1.12,0.0,0.12,13.25,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,4.24,3.38,1.2,0.12,0.38,0.75,1.12,2.25,84.0,91.5,James McAtee,0,Nott'm Forest,MID,50,0.1,0.5,0.0,37,37
0.12,0.0,0.0,1.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01,0.0,0.1,0.0,0.12,0.25,0.0,0.38,485.25,1726.38,Nathaniel Clyne,0,Crystal Palace,DEF,38,0.5,0.5,0.0,37,37
0.5,0.0,0.0,17.5,0.12,0.25,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.72,0.83,0.0,0.14,0.25,0.0,0.12,0.75,0.88,64.75,115.38,Yves Bissouma,0,Spurs,MID,52,0.0,0.5,0.0,37,37
0.38,0.0,0.0,2.12,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.04,0.0,0.05,0.0,0.12,0.0,0.0,0.12,209.12,168.5,Matt O'Riley,0,Brighton,MID,55,0.3,0.5,0.0,37,37
0.75,0.0,0.0,9.88,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.13,5.95,4.5,1.36,0.0,0.5,0.12,0.5,1.12,81.62,174.0,Tyrique George,0,Everton,MID,48,0.1,0.5,0.0,37,37
0.38,0.0,0.0,11.25,0.0,0.12,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,3.17,0.0,0.0,0.31,0.12,0.0,0.12,1.12,0.0,248.0,358.75,Marco Bizot,0,Aston Villa,GK,42,0.4,0.5,0.0,37,37
0.12,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.16,0.0,0.09,0.0,0.0,0.12,0.0,0.12,225.38,233.75,John Stones,0,Man City,DEF,54,0.6,0.5,0.0,37,37
0.75,0.0,0.0,22.5,0.0,0.25,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.6,0.25,0.0,0.5,2.75,0.0,3354.5,2173.88,Melker Ellborg,0,Sunderland,GK,40,0.1,0.5,0.0,37,37
1.0,0.12,0.0,8.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,4.74,4.38,1.44,0.0,0.0,0.12,0.88,1.0,10001.25,5305.25,Max Dowman,0,Arsenal,MID,42,0.9,0.5,0.0,37,37
2.0,0.0,0.0,57.12,0.12,1.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,6.6,11.44,3.5,2.14,0.88,1.25,0.75,2.12,4.12,747.75,540.0,Angel Angel,0,Wolves,MID,46,0.0,0.5,0.0,37,37
